window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,F,BLK,479,LogNormal,-1294.7936535961526,2593.587307192305,2601.930708387127,4.700679188569977e-69,0,current,,,-0.1561850401828789,4.222235730479807,,
szn,F,BLK,479,Gamma,-1356.2192626451024,2716.438525290205,2724.781926485027,0.427213084592664,0,current,,,,,2.5573354858470294,0.891046813917783
szn,F,BLK,479,Normal(log1p),-286.59175811141523,577.1835162228305,585.5269174176523,0.6536966312501704,1,current,1.0942775856501743,0.4401560808395989,,,,
szn,D,PIM,254,Normal,-512.073632776659,1028.147265553318,1035.221934087355,1.4909074918628678e-05,0,current,1.8716141732283464,1.8168412042261488,,,,
szn,D,PIM,254,LogNormal,-177.15087850960515,358.3017570192103,365.3764255532474,4.959148038960879e-42,1,current,,,-2.760690578957496,7.684431886958818,,
szn,D,PIM,254,Gamma,-457.1890793948296,918.3781587896592,925.4528273236964,1.0764736363918148e-05,0,current,,,,,1.0612035872522596,1.76367117098426
szn,D,PIM,254,Normal(log1p),-222.48503180661172,448.9700636132235,456.04473214726056,0.0334942464034212,0,current,0.8819166272234767,0.5809949517122512,,,,
szn,F,PIM,479,Normal,-1204.729658831621,2413.459317663242,2421.802718858064,8.235984112756384e-25,0,current,2.11160751565762,2.992636286982568,,,,
szn,F,PIM,479,LogNormal,-38.159712702915385,80.31942540583077,88.66282660065261,2.3796989103525808e-77,0,current,,,-3.466313297996714,8.389996772369496,,
szn,F,PIM,479,Gamma,-25.507954195389743,55.01590839077949,63.35930958560132,1.3073135707431692e-15,1,current,,,,,0.4978729405898842,4.24125784652154
szn,F,PIM,479,Normal(log1p),-475.4272052579045,954.854410515809,963.1978117106308,6.769744815737114e-05,0,current,0.8884904988381045,0.6528568485949133,,,,
szn,G,GA,73,Normal,-281.01071592033816,566.0214318406763,570.6023507229731,0.6619798447252525,0,current,20.863013698630137,11.364828064912281,,,,
szn,G,GA,73,LogNormal,-291.82663149924576,587.6532629984915,592.2341818807884,0.14126855959786722,0,current,,,2.8095933053438436,0.7938134860743775,,
szn,G,GA,73,Gamma,-285.8233126390345,575.646625278069,580.2275441603658,0.204898134756202,0,current,,,,,3.369987941129466,6.190827404455877
szn,G,GA,73,Normal(log1p),-77.64907265848058,159.29814531696115,163.87906419925793,0.2694453559529121,1,current,2.8931694545857187,0.7009963446950642,,,,
szn,G,SV%,73,Normal,167.57855866361436,-331.1571173272287,-326.57619844493195,0.9837695150485554,0,current,0.8967123287671234,0.024366763491895982,,,,
szn,G,SV%,73,LogNormal,167.54798436391374,-331.0959687278275,-326.5150498455307,0.9834134546905168,0,current,,,-0.10938969791929516,0.027194876067854337,,
szn,G,SV%,73,Gamma,167.56863715901272,-331.13727431802545,-326.5563554357287,0.9862040874228605,0,current,,,,,1354.2866136794894,0.000662128916958595
szn,G,SV%,73,Normal(log1p),214.3001218725637,-424.6002437451274,-420.0193248628306,0.9854433821527311,1,current,0.6400395053820174,0.012848134657121101,,,,
szn,G,GAA,73,Normal,-74.98608207757475,153.9721641551495,158.55308303744627,0.9225498628459338,0,current,2.8538356164383565,0.67588527464718,,,,
szn,G,GAA,73,LogNormal,-81.8019904778644,167.6039809557288,172.18489983802556,0.25264587004784833,0,current,,,1.016081483711045,0.26862342025574915,,
szn,G,GAA,73,Gamma,-78.85386995778347,161.70773991556695,166.28865879786372,0.6847884554374178,0,current,,,,,17.828382295323376,0.1600726060932043
szn,G,GAA,73,Normal(log1p),18.603571973716612,-33.207143947433224,-28.626225065136442,0.4670984426470268,1,current,1.3323884864946438,0.1875364626709911,,,,
