window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,F,A,591,Normal,-567.4183479607138,1138.8366959214277,1147.60032795624,0.00444934661152,0,prior,0.9253637901861254,0.6320164822342476,,,,
szn,F,A,591,LogNormal,-289.84119214263274,583.6823842852655,592.4460163200777,1.8009727845009556e-105,0,prior,,,-2.891822136531885,7.122855029457739,,
szn,F,A,591,Gamma,-2196.998473212354,4397.996946424708,4406.76057845952,3.8147397789328567e-10,0,prior,,,,,2.143720665517531,0.431662485326549
szn,F,A,591,Normal(log1p),-188.24824602628337,380.49649205256674,389.2601240873789,9.05154470314658e-06,1,prior,0.6011596157808491,0.3327334425980415,,,,
szn,D,PPP,81,Normal,-173.80545043235944,351.6109008647189,356.39979917406373,0.92628891589576,0,prior,4.3449382716049385,2.068467031496305,,,,
szn,D,PPP,81,LogNormal,-278.58212819248354,561.1642563849671,565.9531546943119,1.7874990931996658e-13,0,prior,,,0.5839853085894445,4.2053675247406765,,
szn,D,PPP,81,Gamma,-379.4542726461581,762.9085452923163,767.6974436016611,0.2964165125287782,0,prior,,,,,4.412350615913444,0.9847218976596416
szn,D,PPP,81,Normal(log1p),-54.83793571826942,113.67587143653884,118.46476974588371,0.1732366356241287,1,prior,1.5820290317796255,0.4761954112646701,,,,
szn,F,PPP,261,Normal,-558.4145100910355,1120.829020182071,1127.9580609967163,0.8078809126177369,0,prior,4.39367816091954,2.055626489476067,,,,
szn,F,PPP,261,LogNormal,-914.9861351798128,1833.972270359625,1841.101311174271,3.1452238235412163e-38,0,prior,,,0.8035457408189967,3.6082025165764815,,
szn,F,PPP,261,Gamma,-1062.8478448216515,2129.6956896433035,2136.824730457949,0.1812308154917764,0,prior,,,,,4.568441541061227,0.9617455146259198
szn,F,PPP,261,Normal(log1p),-167.14213504770385,338.2842700954077,345.4133109100531,0.0652835925265492,1,prior,1.59580963849956,0.4590724624213232,,,,
szn,D,SOG,316,Normal,-634.1626872514931,1272.3253745029865,1279.83685893016,0.0093122441874338,0,prior,3.9498101265822783,1.8002137606965594,,,,
szn,D,SOG,316,LogNormal,-1086.8890901084762,2177.7781802169525,2185.2896646441263,3.973585312931074e-52,0,prior,,,0.8370829966649176,3.265787431581381,,
szn,D,SOG,316,Gamma,-1128.3262367464704,2260.6524734929408,2268.1639579201146,0.0162299692143103,0,prior,,,,,4.813980022869932,0.820487436142223
szn,D,SOG,316,Normal(log1p),-133.4433384475324,270.8866768950648,278.3981613222386,0.0144581865610284,1,prior,1.5376922670237985,0.3691140930465032,,,,
szn,F,SOG,591,Normal,-1358.9667470224963,2721.9334940449926,2730.697126079805,0.0146770359970021,0,prior,6.241708967851099,2.4120996372043035,,,,
szn,F,SOG,591,LogNormal,-2309.1969851983204,4622.393970396641,4631.157602431453,5.664450654487585e-90,0,prior,,,1.368705870476164,3.0637090777468017,,
szn,F,SOG,591,Gamma,-2627.913541407804,5259.827082815607,5268.590714850419,0.0017590690606984,0,prior,,,,,6.696016932847796,0.93215250655215
szn,F,SOG,591,Normal(log1p),-296.2794840529275,596.558968105855,605.3226001406672,2.9653607931621422e-08,1,prior,1.91482149692396,0.3994688020733886,,,,
szn,D,FOW,316,Normal,1478.6882467246892,-2953.3764934493784,-2945.8650090222045,8.961135928742997e-80,0,prior,0.000126582278481,0.0022466125758606,,,,
szn,D,FOW,316,LogNormal,6088.0363610215945,-12172.072722043187,-12164.561237616015,8.961135928738463e-80,1,prior,,,-20.66787219766768,0.983139568347596,,
szn,D,FOW,316,Gamma,4695.311425884895,-9386.62285176979,-9379.111367342615,0.0,0,prior,,,,,0.0031746533335327,0.039873101727172
szn,D,FOW,316,Normal(log1p),1484.9053729570962,-2965.8107459141925,-2958.2992614870186,8.961135928742997e-80,0,prior,0.0001241161808648,0.0022028436851095,,,,
szn,F,FOW,591,Normal,-2193.577903240853,4391.155806481706,4399.919438516518,4.868825679343731e-31,0,prior,7.827766497461927,9.90162816704082,,,,
szn,F,FOW,591,LogNormal,-922.6988155037908,1849.3976310075816,1858.161263042394,7.494448721716447e-60,1,prior,,,-1.897286141611566,7.687516036985622,,
szn,F,FOW,591,Gamma,-1095.7570164688873,2195.5140329377746,2204.277664972587,9.93829158952574e-26,0,prior,,,,,0.6249747875846474,12.524931650204818
szn,F,FOW,591,Normal(log1p),-970.2936273433806,1944.5872546867613,1953.3508867215733,2.268994698555749e-15,0,prior,1.4457802865472626,1.249625934561355,,,,
szn,D,HIT,316,Normal,-809.0976404339035,1622.195280867807,1629.7067652949809,0.0002238588505063,0,prior,3.8518987341772153,3.131452761069297,,,,
szn,D,HIT,316,LogNormal,-945.6582941281378,1895.3165882562755,1902.8280726834491,5.814924774011375e-13,0,prior,,,0.9318041338950436,1.8999866717520848,,
szn,D,HIT,316,Gamma,-735.8421793881528,1475.6843587763055,1483.1958432034794,0.4250605163098865,0,prior,,,,,1.5130664198830028,2.5457565402062063
szn,D,HIT,316,Normal(log1p),-267.6577917434176,539.3155834868352,546.827067914009,0.7243518336763762,1,prior,1.416029316657412,0.5644405559115055,,,,
szn,F,HIT,591,Normal,-1831.6012313194544,3667.202462638909,3675.966094673721,1.9490713643518423e-09,0,prior,6.41253807106599,5.366723248993906,,,,
szn,F,HIT,591,LogNormal,-2164.760431621793,4333.520863243587,4342.284495278399,2.272679373848467e-43,0,prior,,,1.1435575341127264,3.005311260681254,,
szn,F,HIT,591,Gamma,-1750.7542741444183,3505.5085482888367,3514.272180323649,0.3659371424310678,0,prior,,,,,1.427714968170854,4.491469385726525
szn,F,HIT,591,Normal(log1p),-649.0173020804464,1302.0346041608927,1310.798236195705,0.404251532243582,1,prior,1.751593501945523,0.7255897479258648,,,,
szn,D,BLK,316,Normal,-645.8623256251722,1295.7246512503443,1303.2361356775182,0.0003153857660737,0,prior,4.516424050632912,1.8681144111355843,,,,
szn,D,BLK,316,LogNormal,-1124.7437501713766,2253.4875003427533,2260.998984769927,2.7737363282501502e-52,0,prior,,,1.114860869394048,2.788534704919633,,
szn,D,BLK,316,Gamma,-1093.8358787302964,2191.6717574605927,2199.1832418877666,0.0037825134686181,0,prior,,,,,5.844972624275571,0.7727023445569178
szn,D,BLK,316,Normal(log1p),-106.74251872396064,217.4850374479213,224.9965218750951,0.0027458933244477,1,prior,1.6554166415461673,0.3392066560619919,,,,
szn,F,BLK,591,Normal,-1034.1725144615705,2072.345028923141,2081.1086609579534,3.014870502376452e-06,0,prior,2.321641285956007,1.3922628283976308,,,,
szn,F,BLK,591,LogNormal,-1621.8299853723242,3247.6599707446485,3256.423602779461,5.371293994766464e-101,0,prior,,,-0.1451758619671361,4.351194921520214,,
szn,F,BLK,591,Gamma,-1795.4730412845988,3594.9460825691976,3603.70971460401,0.0128709282577172,0,prior,,,,,2.780659299679676,0.8349247555303716
szn,F,BLK,591,Normal(log1p),-299.4062815745814,602.8125631491628,611.576195183975,0.0897538708100406,1,prior,1.1220264782716531,0.4015878682060013,,,,
szn,D,PIM,316,Normal,-685.3760017747817,1374.7520035495634,1382.2634879767372,4.846454487094125e-12,0,prior,1.7861392405063294,2.116942572208751,,,,
szn,D,PIM,316,LogNormal,-520.2859183200777,1044.5718366401554,1052.0833210673293,1.4193565328818866e-50,0,prior,,,-1.585218492721016,6.127301154575335,,
szn,D,PIM,316,Gamma,-365.482690653873,734.965381307746,742.4768657349199,3.3761437494070594e-09,0,prior,,,,,0.711889307815461,2.509012596465505
szn,D,PIM,316,Normal(log1p),-245.69365866009235,495.3873173201847,502.8988017473585,0.041649336184946,1,prior,0.8612663820439013,0.5265405379757905,,,,
szn,F,PIM,591,Normal,-1421.2202657281218,2846.440531456244,2855.204163491056,9.961332728742151e-28,0,prior,1.9888663282571912,2.6800447443167155,,,,
szn,F,PIM,591,LogNormal,-726.1299202441842,1456.2598404883684,1465.0234725231803,6.850623914542584e-98,0,prior,,,-2.131196671516233,6.965047071212281,,
szn,F,PIM,591,Gamma,-460.4871189386895,924.974237877379,933.7378699121912,2.4897474827919764e-22,1,prior,,,,,0.5507152474856595,3.611424120649226
szn,F,PIM,591,Normal(log1p),-523.4833729560096,1050.9667459120192,1059.7303779468314,0.0015590416940266,0,prior,0.8879502203011661,0.5867362580831594,,,,
szn,G,GA,101,Normal,-546.5043024265066,1097.0086048530131,1102.2388458866956,0.22046925672300277,0,prior,73.00990099009901,54.16284486025945,,,,
szn,G,GA,101,LogNormal,-598.6363327074756,1201.2726654149512,1206.5029064486337,4.183738522313092e-07,0,prior,,,3.4856717614413224,2.780086683685668,,
szn,G,GA,101,Gamma,-567.0148086919805,1138.029617383961,1143.2598584176435,0.0011252130671418614,0,prior,,,,,1.8170236686131556,40.1810401544377
szn,G,GA,101,Normal(log1p),-171.27730695731174,346.5546139146235,351.784854948306,0.000837806539733088,1,prior,3.7569794741430234,1.3190033152177731,,,,
szn,G,SV%,101,Normal,181.94991038879635,-359.8998207775927,-354.66957974391016,0.002775436347299931,0,prior,0.888821782178218,0.03993816905316129,,,,
szn,G,SV%,101,LogNormal,175.60075724187033,-347.20151448374065,-341.9712734500581,0.0007674129706511934,0,prior,,,-0.11895600754376355,0.047901719165392945,,
szn,G,SV%,101,Gamma,177.64422408990504,-351.2884481798101,-346.05820714612753,0.001982960518491561,0,prior,,,,,495.2826064858236,0.00179457499726201
szn,G,SV%,101,Normal(log1p),243.43944503179858,-482.87889006359717,-477.6486490299146,0.0015944235177839383,1,prior,0.6357215365776407,0.021726336990202197,,,,
szn,G,GAA,101,Normal,-129.64220391378234,263.2844078275647,268.5146488612472,0.05114038653071595,0,prior,3.0016831683168315,0.8734081070151929,,,,
szn,G,GAA,101,LogNormal,-308.4594001968445,620.918800393689,626.1490414273716,8.434283514482662e-17,0,prior,,,0.8583348685991974,2.174459364271914,,
szn,G,GAA,101,Gamma,-342.83432654621527,689.6686530924305,694.8988941261131,0.05199054890174426,0,prior,,,,,11.811233694958311,0.25413798810940613
szn,G,GAA,101,Normal(log1p),1.9925699048312842,0.014860190337431689,5.245101224019951,0.016315952927025923,1,prior,1.3612344195307027,0.23724380628717726,,,,
