window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,D,BLK,254,LogNormal,-888.316614000415,1780.63322800083,1787.7078965348671,1.4748787963937793e-43,0,current,,,0.7205909406125507,3.887553463662587,,
szn,D,BLK,254,Gamma,-1274.3392886752104,2552.6785773504207,2559.753245884458,0.25814878368916483,0,current,,,,,5.7166951967636335,0.7542420061184664
szn,D,BLK,254,Normal(log1p),-141.66265893014528,287.32531786029057,294.39998639432764,0.010873037324909587,1,current,1.5964831404655337,0.4226497193877613,,,,
szn,F,PIM,478,Normal,-1208.6641646458825,2421.328329291765,2429.667550756748,7.346250306108517e-25,0,current,2.1355230125523015,3.0332892303421635,,,,
szn,F,PIM,478,LogNormal,16.126253701555015,-28.25250740311003,-19.913285938127117,8.929023053233887e-77,1,current,,,-3.593581552379592,8.507142346704876,,
szn,F,PIM,478,Gamma,5.666567921030378,-7.333135842060756,1.006085622922157,1.140541159878387e-16,0,current,,,,,0.49565656792013657,4.308473146457011
szn,F,PIM,478,Normal(log1p),-480.2786478638557,964.5572957277114,972.8965171926943,2.7535341386702625e-05,0,current,0.8905401364767278,0.6608876076076073,,,,
szn,D,PIM,254,Normal,-514.865088107673,1033.730176215346,1040.8048447493832,7.836847671316451e-06,0,current,1.8607480314960632,1.8369183774703357,,,,
szn,D,PIM,254,LogNormal,-123.5496990353904,251.0993980707808,258.1740666048179,1.1134395742313377e-42,1,current,,,-3.001879446356696,7.919729499081019,,
szn,D,PIM,254,Gamma,-431.9846306347916,867.9692612695832,875.0439298036202,1.5441156898748563e-06,0,current,,,,,1.0261135402062136,1.8133938972167456
szn,D,PIM,254,Normal(log1p),-225.06905526809376,454.1381105361875,461.2127790702246,0.015400425725312694,0,current,0.8741729748712918,0.5869357673632937,,,,
l7,F,G,436,Normal,-535.315401796178,1074.630803592356,1082.786088079054,2.261397851646174e-14,0,current,0.7829357798165137,0.8260079222494705,,,,
l7,F,G,436,LogNormal,1636.7974132290462,-3269.5948264580925,-3261.439541971394,6.927935488491362e-58,1,current,,,-7.47532754123347,9.996814583738425,,
l7,F,G,436,Gamma,-36.230404586107234,76.46080917221447,84.61609365891253,8.37620390034885e-52,0,current,,,,,0.8984291959489128,0.8714496186335191
l7,F,G,436,Normal(log1p),-251.5210201734866,507.0420403469732,515.1973248336712,6.531035591073544e-21,0,current,0.4821715885986606,0.4308240713155891,,,,
l7,D,G,228,Normal,-65.72881214422101,135.45762428844202,142.3163155463509,4.0015197209765515e-39,0,current,0.17675438596491228,0.32282197476789587,,,,
l7,D,G,228,LogNormal,2627.60323152017,-5251.20646304034,-5244.347771782432,1.0322778879638037e-43,1,current,,,-15.144213177461017,9.03132479803247,,
l7,D,G,228,Gamma,2135.4966747375393,-4266.9933494750785,-4260.13465821717,7.869062386576972e-121,0,current,,,,,0.2997879850907826,0.5895979674938318
l7,D,G,228,Normal(log1p),10.499107394215262,-16.998214788430523,-10.139523530521641,6.540761767851888e-41,0,current,0.1328889770473337,0.23108093777609787,,,,
l7,F,A,436,Normal,-594.7018188005391,1193.4036376010781,1201.5589220877762,5.905440280872502e-08,0,current,1.0210779816513762,0.9465385918415938,,,,
l7,F,A,436,LogNormal,833.7587077504936,-1663.5174155009872,-1655.3621310142892,1.3707403066013998e-68,1,current,,,-5.5668096401564116,9.351908993094534,,
l7,F,A,436,Gamma,-806.07896670265,1616.1579334053,1624.313217891998,1.1063288507413204e-29,0,current,,,,,1.1637003687956127,0.8774406275933245
l7,F,A,436,Normal(log1p),-273.7386969398322,551.4773938796644,559.6326783663625,3.264712344986922e-13,0,current,0.600915075710601,0.45334698056873396,,,,
l7,D,A,228,Normal,-285.11130631767685,574.2226126353537,581.0813038932625,1.3582111541951148e-05,0,current,0.8388157894736842,0.844973217324849,,,,
l7,D,A,228,LogNormal,554.203445789367,-1104.406891578734,-1097.5482003208251,1.0613137744532775e-34,1,current,,,-6.095615490340912,9.449483553972787,,
l7,D,A,228,Gamma,-170.2529216906627,344.5058433813254,351.3645346392343,6.104539809281515e-18,0,current,,,,,0.9854788479345021,0.8511758436273349
l7,D,A,228,Normal(log1p),-126.71024777160964,257.4204955432193,264.27918680112816,3.377532701241731e-07,0,current,0.5167472434357293,0.4218135731035485,,,,
l7,F,PPP,186,Normal,-541.7284189816274,1087.4568379632549,1093.9083313106812,0.00016703582248810985,0,current,4.471774193548388,4.45300811371812,,,,
l7,F,PPP,186,LogNormal,244.3427277006126,-484.6854554012252,-478.23396205379885,1.2930348996894828e-28,1,current,,,-5.063717661896947,10.289341459126355,,
l7,F,PPP,186,Gamma,-473.99364438072627,951.9872887614525,958.438782108879,1.883868306342423e-15,0,current,,,,,1.008446255840084,4.434320786013788
l7,F,PPP,186,Normal(log1p),-254.95201597745975,513.9040319549194,520.3555253023459,3.936130275115419e-08,0,current,1.3100466269670419,0.9529157637101899,,,,
l7,D,PPP,51,Normal,-131.092176672626,266.184353345252,270.0480046107007,0.540177876475619,0,current,4.255098039215687,3.162922062078114,,,,
l7,D,PPP,51,LogNormal,-40.43678193142577,84.87356386285154,88.73721512830019,1.8670090798943498e-10,1,current,,,-2.807270806074488,8.857019867417156,,
l7,D,PPP,51,Gamma,-283.6754480605602,571.3508961211204,575.214547386569,0.034143615021711926,0,current,,,,,1.8098482439466472,2.351080016594586
l7,D,PPP,51,Normal(log1p),-59.40493894377734,122.80987788755468,126.67352915300333,0.04185173470037107,0,current,1.4200773144104388,0.7755864634136947,,,,
l7,F,SOG,436,Normal,-1119.2652116937295,2242.530423387459,2250.6857078741573,0.03786247759296135,0,current,6.335619266055046,3.15246129733395,,,,
l7,F,SOG,436,LogNormal,-1692.003149080246,3388.006298160492,3396.1615826471902,1.0912737988733668e-57,0,current,,,1.2880495501202793,3.234107768815394,,
l7,F,SOG,436,Gamma,-1649.7885417864447,3303.5770835728895,3311.7323680595878,0.6043025066172577,0,current,,,,,4.039044282895364,1.568593662838982
l7,F,SOG,436,Normal(log1p),-308.6737788442107,621.3475576884214,629.5028421751194,0.035287425217928714,1,current,1.889382490974738,0.4911669687038232,,,,
l7,D,SOG,228,Normal,-481.9949074222659,967.9898148445318,974.8485061024406,0.22331361430375862,0,current,3.763377192982456,2.003857792037127,,,,
l7,D,SOG,228,LogNormal,-740.4598303226587,1484.9196606453174,1491.7783519032264,1.248782470037622e-34,0,current,,,0.3680032153750874,4.308927728054587,,
l7,D,SOG,228,Gamma,-924.9583254768215,1853.916650953643,1860.775342211552,0.5427240093259134,0,current,,,,,3.527131909917871,1.066979429501847
l7,D,SOG,228,Normal(log1p),-159.9821447383209,323.9642894766418,330.8229807345507,0.04611728869680043,1,current,1.4576857686835818,0.48808658538942096,,,,
l7,F,FOW,436,Normal,-1663.0916031330587,3330.1832062661174,3338.3384907528157,1.7107768118382338e-26,0,current,8.619472477064221,10.973592988185018,,,,
l7,F,FOW,436,LogNormal,414.6288266881081,-825.2576533762162,-817.1023688895182,2.3887682024904435e-51,1,current,,,-4.695510234448319,10.232696715660422,,
l7,F,FOW,436,Gamma,-356.6372187220794,717.2744374441588,725.4297219308569,3.2351812401250736e-32,0,current,,,,,0.6169694760722045,13.970662750165248
l7,F,FOW,436,Normal(log1p),-740.2079212749005,1484.415842549801,1492.571127036499,2.3462133342196713e-09,0,current,1.4645743300701661,1.32152458252474,,,,
l7,D,FOW,228,Normal,4515.386625253117,-9026.773250506234,-9019.914559248326,3.1157315994112343e-53,1,current,0.0,1e-09,,,,
l7,D,FOW,228,Normal(log1p),4515.386625253117,-9026.773250506234,-9019.914559248326,3.1157315994112343e-53,0,current,0.0,1e-09,,,,
l7,F,HIT,436,Normal,-1355.968955521381,2715.937911042762,2724.0931955294604,5.503017014583649e-10,0,current,5.437821100917431,5.425347794636373,,,,
l7,F,HIT,436,LogNormal,-1271.5008725829696,2547.001745165939,2555.1570296526374,4.4768068680113955e-57,0,current,,,-0.2659953426380367,5.831902138308702,,
l7,F,HIT,436,Gamma,-1177.090105096488,2358.180210192976,2366.3354946796744,0.01731229732201575,0,current,,,,,1.0046034449635455,5.412903099479367
l7,F,HIT,436,Normal(log1p),-531.8062453585902,1067.6124907171804,1075.7677752038785,0.37558683113799973,1,current,1.5402842138691386,0.8193864599561104,,,,
l7,D,HIT,228,Normal,-580.7995648695239,1165.5991297390478,1172.4578209969568,0.00017381233242388816,0,current,3.308464912280702,3.0907938873422167,,,,
l7,D,HIT,228,LogNormal,-536.8097510636001,1077.6195021272001,1084.478193385109,5.036577647543543e-34,0,current,,,-0.8636516748232685,6.044458333554127,,
l7,D,HIT,228,Gamma,-551.5129019802262,1107.0258039604523,1113.8844952183613,0.0795767780912986,0,current,,,,,1.1458109728410648,2.8874439072272278
l7,D,HIT,228,Normal(log1p),-235.3666742206698,474.7333484413396,481.5920396992485,0.39023538312433026,1,current,1.2327841954158199,0.6793433843583196,,,,
l7,F,BLK,436,Normal,-858.2395119432167,1720.4790238864334,1728.6343083731315,0.0003573628011633358,0,current,2.2298853211009173,1.7323878455470672,,,,
l7,F,BLK,436,LogNormal,-814.1508360012001,1632.3016720024002,1640.4569564890983,1.3959913972474553e-75,0,current,,,-1.410813991450547,6.418560615948384,,
l7,F,BLK,436,Gamma,-1295.6003670707998,2595.2007341415997,2603.356018628298,0.00038259999643936647,0,current,,,,,1.6568179890713386,1.3458843010567578
l7,F,BLK,436,Normal(log1p),-340.55327521436226,685.1065504287245,693.2618349154226,0.016223843083732856,1,current,1.0381717894084026,0.5284257161312855,,,,
l7,D,BLK,228,Normal,-505.9415095558877,1015.8830191117754,1022.7417103696843,0.2713482565269324,0,current,4.1378508771929825,2.225770561355657,,,,
l7,D,BLK,228,LogNormal,-735.3326737739561,1474.6653475479122,1481.5240388058212,5.798497994117695e-41,0,current,,,0.20595366166496495,4.954276342269606,,
l7,D,BLK,228,Gamma,-1077.3833388152684,2158.766677630537,2165.625368888446,0.034187013446285164,0,current,,,,,3.456120550665019,1.1972530519658575
l7,D,BLK,228,Normal(log1p),-168.1571926780068,340.3143853560136,347.1730766139225,0.0007215919172608739,1,current,1.5288850907524323,0.5059046903789578,,,,
l7,F,PIM,436,Normal,-1120.656197638586,2245.312395277172,2253.4676797638704,3.3812134709523966e-27,0,current,2.000963302752294,3.1625347644362725,,,,
l7,F,PIM,436,LogNormal,1717.4649226156084,-3430.929845231217,-3422.7745607445186,4.468286934653736e-52,1,current,,,-7.715854415806825,10.567424953829493,,
l7,F,PIM,436,Gamma,1215.0012268879045,-2426.002453775809,-2417.8471692891108,2.262516093578679e-62,0,current,,,,,0.4003203165799359,4.998405577423474
l7,F,PIM,436,Normal(log1p),-501.1173384126416,1006.2346768252831,1014.3899613119812,5.560135628288798e-22,0,current,0.7593085467721482,0.7636949576798368,,,,
l7,D,PIM,228,Normal,-473.387570185584,950.775140371168,957.6338316290769,3.990391387230041e-08,0,current,1.653859649122807,1.9296193192295048,,,,
l7,D,PIM,228,LogNormal,509.17227016024765,-1014.3445403204953,-1007.4858490625865,2.808655872552334e-34,1,current,,,-5.940336993170431,9.85704816194503,,
l7,D,PIM,228,Gamma,5.807179532495496,-7.6143590649909925,-0.7556678070821103,1.4115025107424527e-19,0,current,,,,,0.7346052467591986,2.25135834072249
l7,D,PIM,228,Normal(log1p),-221.87999932751885,447.7599986550377,454.6186899129466,1.241802151945405e-07,0,current,0.75991573885852,0.6403242172699158,,,,
