window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,D,PPP,70,LogNormal,-85.786226067613,175.572452135226,180.06944261932472,1.0824749296066719e-13,0,current,,,-2.3194171467541334,8.38124212794165,,
szn,D,PPP,70,Gamma,-443.504523699366,891.009047398732,895.5060378828308,0.028715599152279614,0,current,,,,,2.1745145471309684,1.8637328921219787
szn,D,PPP,70,Normal(log1p),-76.61352011219792,157.22704022439584,161.72403070849455,0.016256685858138886,1,current,1.414786961210194,0.7229178591158647,,,,
szn,F,SOG,466,Normal,-1073.295215118819,2150.590430237638,2158.8788015058894,0.36926933405870754,0,current,6.3858154506437765,2.42121645911868,,,,
szn,F,SOG,466,LogNormal,-1782.978115794187,3569.956231588374,3578.2446028566255,1.3577765227048624e-57,0,current,,,1.551446982824514,2.3531333481031225,,
szn,F,SOG,466,Gamma,-1685.8418880756617,3375.6837761513234,3383.972147419575,0.4667010501197,0,current,,,,,6.95609479226478,0.9180173130699099
szn,F,SOG,466,Normal(log1p),-215.59637112139814,435.19274224279627,443.48111351104757,0.020685547872454163,1,current,1.9364546376908833,0.38431783390122726,,,,
szn,D,SOG,249,Normal,-476.8786328037414,957.7572656074829,964.7921714004123,0.06607811356395898,0,current,3.76429718875502,1.6425282965147159,,,,
szn,D,SOG,249,LogNormal,-833.5667319924446,1671.1334639848892,1678.1683697778187,5.46187740828187e-35,0,current,,,0.9004112382932734,2.79632984213738,,
szn,D,SOG,249,Gamma,-806.473505971963,1616.947011943926,1623.9819177368556,0.8596860758816387,0,current,,,,,5.252210053119783,0.7167072814490947
szn,D,SOG,249,Normal(log1p),-109.59336208125555,223.1867241625111,230.2216299554405,0.4171605881154776,1,current,1.496964512296474,0.37576003318742346,,,,
szn,F,FOW,466,Normal,-1777.0634997632676,3558.126999526535,3566.4153707947867,6.854649304382665e-26,0,current,8.880944206008582,10.962742226935106,,,,
szn,F,FOW,466,LogNormal,-243.17395827071732,490.34791654143464,498.63628780968594,1.1285399323470163e-53,1,current,,,-3.109945940271746,9.141641235059126,,
szn,F,FOW,466,Gamma,-752.0942418603895,1508.188483720779,1516.4768549890302,6.690302397887941e-20,0,current,,,,,0.6562659602231593,13.532538245922165
szn,F,FOW,466,Normal(log1p),-784.8763936972377,1573.7527873944755,1582.0411586627267,2.2473735028861764e-09,0,current,1.5208697153419954,1.303881484744249,,,,
szn,D,FOW,249,Normal,4931.277498631694,-9858.554997263387,-9851.520091470458,4.354118028909102e-58,1,current,0.0,1e-09,,,,
szn,D,FOW,249,Normal(log1p),4931.277498631694,-9858.554997263387,-9851.520091470458,4.354118028909102e-58,0,current,0.0,1e-09,,,,
szn,F,HIT,466,Normal,-1455.3419053613943,2914.6838107227886,2922.97218199104,3.131030631645234e-08,0,current,5.9815236051502145,5.496506814660188,,,,
szn,F,HIT,466,LogNormal,-1651.3103195123435,3306.620639024687,3314.9090102929385,4.188429556352179e-35,0,current,,,0.9154575012039982,3.350763874984513,,
szn,F,HIT,466,Gamma,-1329.4473272164623,2662.8946544329247,2671.183025701176,0.775608249536443,0,current,,,,,1.1842682890434284,5.050818011857044
szn,F,HIT,466,Normal(log1p),-537.6710266954104,1079.3420533908209,1087.630424659072,0.7403902936362894,1,current,1.6583322112863017,0.7671000470102302,,,,
szn,D,HIT,249,Normal,-624.8814434553332,1253.7628869106663,1260.7977927035959,0.0009728699209963824,0,current,3.524016064257028,2.976135053246681,,,,
szn,D,HIT,249,LogNormal,-764.2201319639474,1532.4402639278949,1539.4751697208244,1.730841560282458e-28,0,current,,,0.2859699496997944,3.912782170718831,,
szn,D,HIT,249,Gamma,-612.4338614706296,1228.8677229412592,1235.9026287341887,0.9389895434436083,0,current,,,,,1.402072556981481,2.5134334501746496
szn,D,HIT,249,Normal(log1p),-229.55705553979485,463.1141110795897,470.1490168725191,0.45169220234510443,1,current,1.3242507255659075,0.6083392062913556,,,,
szn,F,BLK,466,Normal,-833.0680673069772,1670.1361346139545,1678.4245058822057,0.0038578088623434964,0,current,2.2877896995708156,1.4459422454693538,,,,
szn,F,BLK,466,LogNormal,-1234.8009582943432,2473.6019165886864,2481.890287856938,5.256998607600476e-67,0,current,,,-0.270070347687435,4.485810885601455,,
szn,F,BLK,466,Gamma,-1384.5023809334987,2773.0047618669973,2781.293133135249,0.2915147641436773,0,current,,,,,2.5034003446514763,0.9138728867333386
szn,F,BLK,466,Normal(log1p),-292.8089363472631,589.6178726945262,597.9062439627775,0.5319277139991505,1,current,1.0924704427336107,0.453575665163514,,,,
szn,D,BLK,249,Normal,-505.12503436641805,1014.2500687328361,1021.2849745257655,0.46703338434134556,0,current,4.3838554216867465,1.8398353108539316,,,,
szn,D,BLK,249,LogNormal,-880.8454911345138,1765.6909822690277,1772.7258880619572,1.4003970188532629e-39,0,current,,,0.8886906088548261,3.4208975249828586,,
szn,D,BLK,249,Gamma,-1070.5550871716528,2145.1101743433055,2152.145080136235,0.6823681666259388,0,current,,,,,5.677466052802637,0.772150001592134
szn,D,BLK,249,Normal(log1p),-130.15145812739738,264.30291625479475,271.33782204772416,0.06805861211380237,1,current,1.6128710239409327,0.4081004580317964,,,,
szn,F,PIM,466,Normal,-1189.6909190262145,2383.381838052429,2391.6702093206804,4.4831666863921265e-25,0,current,2.1476394849785407,3.1082077427634793,,,,
szn,F,PIM,466,LogNormal,152.0296901697211,-300.0593803394422,-291.7710090711909,8.8313333115428e-75,1,current,,,-3.915424048439691,8.760399815220856,,
szn,F,PIM,466,Gamma,108.48128337575793,-212.96256675151585,-204.67419548326455,6.257253352990739e-19,0,current,,,,,0.4774222818657681,4.498406477380997
szn,F,PIM,466,Normal(log1p),-478.1103033036393,960.2206066072786,968.5089778755298,5.1823925207772e-06,0,current,0.8828331890346094,0.6750619882545312,,,,
szn,D,PIM,249,Normal,-518.2819491539472,1040.5638983078943,1047.5988041008238,1.5473881083461727e-06,0,current,1.8740562248995984,1.9396646122677346,,,,
szn,D,PIM,249,LogNormal,-15.603731934171265,35.20746386834253,42.242369661271944,1.0128960250277464e-41,1,current,,,-3.478349073983648,8.34845198682236,,
szn,D,PIM,249,Gamma,-347.32805126788753,698.6561025357751,705.6910083287045,3.0544848099830116e-08,0,current,,,,,0.9334948962338407,2.007569867440284
szn,D,PIM,249,Normal(log1p),-230.25786551354273,464.51573102708545,471.55063682001486,0.00432434568617029,0,current,0.8632972857085767,0.610053787412408,,,,
