window,segment,metric,n,fit,loglik,aic,bic,ks_pvalue,chosen,season_label,param_mu,param_sigma,param_log_mu,param_log_sigma,param_k,param_theta
szn,F,HIT,591,Normal(log1p),-649.0173020804464,1302.0346041608927,1310.798236195705,0.404251532243582,1,prior,1.7515935019455233,0.7255897479258648,,,,
szn,D,HIT,316,Normal,-809.0976404339035,1622.195280867807,1629.7067652949809,0.00022385885050634088,0,prior,3.8518987341772153,3.131452761069297,,,,
szn,D,HIT,316,LogNormal,-945.6582941281378,1895.3165882562755,1902.8280726834494,5.814924774011375e-13,0,prior,,,0.9318041338950437,1.8999866717520846,,
szn,D,HIT,316,Gamma,-735.8421793881528,1475.6843587763055,1483.1958432034794,0.4250605163098865,0,prior,,,,,1.5130664198830028,2.5457565402062063
szn,D,HIT,316,Normal(log1p),-267.6577917434176,539.3155834868352,546.827067914009,0.7243518336763762,1,prior,1.416029316657412,0.5644405559115055,,,,
szn,F,BLK,591,Normal,-1034.1725144615705,2072.345028923141,2081.1086609579534,3.0148705023764516e-06,0,prior,2.321641285956007,1.3922628283976308,,,,
szn,F,BLK,591,LogNormal,-1621.8299853723242,3247.6599707446485,3256.423602779461,5.371293994766464e-101,0,prior,,,-0.14517586196713617,4.351194921520214,,
szn,F,BLK,591,Gamma,-1795.4730412845988,3594.9460825691976,3603.70971460401,0.012870928257717223,0,prior,,,,,2.780659299679676,0.8349247555303716
szn,F,BLK,591,Normal(log1p),-299.4062815745814,602.8125631491628,611.576195183975,0.0897538708100406,1,prior,1.1220264782716531,0.40158786820600134,,,,
szn,D,BLK,316,Normal,-645.8623256251722,1295.7246512503443,1303.2361356775182,0.00031538576607372676,0,prior,4.516424050632912,1.8681144111355845,,,,
szn,D,BLK,316,LogNormal,-1124.7437501713766,2253.4875003427533,2260.998984769927,2.77373632825015e-52,0,prior,,,1.114860869394048,2.788534704919633,,
szn,D,BLK,316,Gamma,-1093.8358787302964,2191.6717574605927,2199.1832418877666,0.0037825134686181117,0,prior,,,,,5.844972624275571,0.7727023445569178
szn,D,BLK,316,Normal(log1p),-106.74251872396064,217.4850374479213,224.9965218750951,0.0027458933244477713,1,prior,1.6554166415461673,0.33920665606199196,,,,
szn,F,PIM,591,Normal,-1421.2202657281218,2846.4405314562437,2855.204163491056,9.961332728742153e-28,0,prior,1.9888663282571912,2.6800447443167155,,,,
szn,F,PIM,591,LogNormal,-726.1299202441842,1456.2598404883684,1465.0234725231805,6.850623914542584e-98,0,prior,,,-2.131196671516233,6.965047071212281,,
szn,F,PIM,591,Gamma,-460.4871189386895,924.974237877379,933.7378699121912,2.4897474827919764e-22,1,prior,,,,,0.5507152474856595,3.611424120649226
szn,F,PIM,591,Normal(log1p),-523.4833729560096,1050.9667459120192,1059.7303779468314,0.0015590416940266796,0,prior,0.8879502203011661,0.5867362580831594,,,,
szn,D,PIM,316,Normal,-685.3760017747817,1374.7520035495634,1382.2634879767372,4.8464544870941245e-12,0,prior,1.7861392405063294,2.116942572208751,,,,
szn,D,PIM,316,LogNormal,-520.2859183200777,1044.5718366401554,1052.0833210673293,1.4193565328818866e-50,0,prior,,,-1.585218492721016,6.127301154575335,,
szn,D,PIM,316,Gamma,-365.482690653873,734.965381307746,742.4768657349199,3.3761437494070594e-09,0,prior,,,,,0.711889307815461,2.5090125964655052
szn,D,PIM,316,Normal(log1p),-245.69365866009235,495.3873173201847,502.8988017473585,0.04164933618494604,1,prior,0.8612663820439013,0.5265405379757905,,,,
